Date,OPP,Score,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,REB,AST,TO,STL,BLK,PF,PTS
"Wed, Jan 31",vs. ORL,"L, 108-98",20,0,4,0.0,0,2,0.0,0,0,0.0,0,1,1,1,1,2,0,1,0
"Mon, Jan 29",vs. WAS,"L, 118-113",20,1,2,50.0,1,1,100.0,0,1,0.0,0,1,1,1,1,0,2,0,3
"Sat, Jan 27",vs. MIN,"W, 112-113",18,1,4,25.0,1,3,33.3,1,2,50.0,2,1,3,0,0,0,0,1,4
"Fri, Jan 26",vs. POR,"W, 100-116",19,2,4,50.0,0,2,0.0,1,1,100.0,0,4,4,3,1,1,0,0,5
"Wed, Jan 24",vs. OKC,"L, 140-114",21,1,5,20.0,1,5,20.0,0,0,0.0,0,2,2,1,2,2,0,1,3
"Mon, Jan 22",@ PHI,"L, 123-133",15,3,4,75.0,3,3,100.0,3,3,100.0,0,2,2,1,0,0,0,2,12
"Sat, Jan 20",@ WAS,"W, 131-127",23,4,7,57.1,3,6,50.0,0,0,0.0,2,5,7,0,2,0,2,2,11
"Fri, Jan 19",@ CHA,"L, 120-124",19,4,7,57.1,1,4,25.0,0,0,0.0,1,1,2,3,0,1,1,0,9
"Wed, Jan 17",@ BOS,"L, 98-117",18,4,8,50.0,1,2,50.0,0,0,0.0,1,4,5,0,1,0,0,1,9
"Mon, Jan 15",@ ATL,"L, 99-109",20,5,8,62.5,5,8,62.5,0,0,0.0,0,1,1,1,0,1,0,1,15
"Sat, Jan 13",vs. CHI,"L, 122-116",17,1,5,20.0,1,3,33.3,3,3,100.0,0,5,5,4,1,0,0,1,6
