GAME,MIN,REB,AST,TO,STL,BLK,PF,PTS,W,L,Diff,OFFENSE: Pts/Poss,OFFENSE: eFG%,OFFENSE: TOV%,OFFENSE: ORB%,OFFENSE: FT Rate,DEFENSE: Pts/Poss,DEFENSE: eFG%,DEFENSE: TOV%,DEFENSE: ORB%,DEFENSE: FT Rate
0,19,1,2,0,1,0,3,3,24.0,26.0,-3.2,116.3,54.5%,15.7%,32.1%,20.8,119.5,56.1%,12.2%,27.3%,18.7
1,21,5,2,1,4,0,4,10,21.0,24.0,0.7,118.7,56.0%,14.6%,30.3%,19.9,118.0,54.8%,12.6%,26.9%,22.1
2,8,2,0,2,1,0,1,8,15.0,33.0,-9.4,109.4,50.8%,15.0%,29.7%,19.1,118.7,56.8%,14.7%,29.1%,21.5
3,7,1,1,2,0,1,3,0,33.0,16.0,4.1,118.9,56.2%,13.0%,29.2%,18.0,114.7,53.6%,12.5%,26.7%,20.5
4,15,2,0,0,0,0,0,8,27.0,23.0,1.1,121.7,58.2%,13.4%,28.3%,18.0,120.7,56.7%,13.7%,29.7%,24.3
5,3,1,0,0,0,0,1,2,28.0,19.0,0.1,117.6,56.5%,13.4%,26.4%,17.9,117.5,56.6%,13.8%,24.9%,21.6
6,13,1,0,0,1,0,2,2,21.0,27.0,-1.9,118.6,54.1%,13.3%,30.6%,21.7,120.4,58.0%,14.2%,28.2%,19.9
7,13,2,2,0,0,0,1,0,24.0,26.0,-3.2,116.3,54.5%,15.7%,32.1%,20.8,119.5,56.1%,12.2%,27.3%,18.7
8,15,1,1,0,1,1,1,3,32.0,17.0,6.8,119.8,54.5%,13.5%,32.8%,21.2,113.0,54.3%,13.4%,25.0%,17.7
9,21,2,2,2,1,1,4,4,23.0,26.0,-2.0,114.1,53.4%,12.6%,27.7%,18.4,116.1,55.6%,14.6%,27.4%,20.1
10,1,0,0,1,0,0,0,0,26.0,23.0,0.8,113.3,53.2%,14.6%,29.0%,23.1,112.5,54.9%,15.7%,25.7%,21.4
