GAME,MIN,REB,AST,TO,STL,BLK,PF,PTS,W,L,Diff,OFFENSE: Pts/Poss,OFFENSE: eFG%,OFFENSE: TOV%,OFFENSE: ORB%,OFFENSE: FT Rate,DEFENSE: Pts/Poss,DEFENSE: eFG%,DEFENSE: TOV%,DEFENSE: ORB%,DEFENSE: FT Rate
0,13,1,0,0,0,0,2,6,28.0,21.0,3.6,119.7,57.0%,14.9%,28.5%,24.4,116.1,54.4%,12.9%,27.8%,19.0
1,9,1,0,0,0,1,1,0,26.0,23.0,0.8,113.3,53.2%,14.6%,29.0%,23.1,112.5,54.9%,15.7%,25.7%,21.4
2,6,0,1,1,0,1,1,0,23.0,26.0,-2.0,114.1,53.4%,12.6%,27.7%,18.4,116.1,55.6%,14.6%,27.4%,20.1
3,7,1,0,0,0,0,1,0,26.0,23.0,-1.8,113.8,53.6%,13.6%,25.5%,22.9,115.5,55.9%,14.1%,25.9%,18.3
4,8,2,0,0,0,0,1,1,23.0,25.0,2.7,115.0,53.6%,12.6%,26.4%,20.7,112.3,53.0%,13.7%,26.3%,22.6
5,15,2,1,1,1,1,1,2,6.0,42.0,-10.9,111.3,53.8%,15.6%,27.8%,19.3,122.2,56.6%,11.5%,26.3%,24.4
6,20,2,1,0,0,0,3,2,30.0,16.0,4.5,115.9,55.2%,13.7%,28.1%,18.6,111.4,53.0%,14.7%,26.5%,21.0
7,14,2,1,0,2,0,3,5,17.0,31.0,-2.8,115.0,54.7%,13.4%,27.3%,18.5,117.8,56.1%,13.6%,27.9%,18.0
8,18,5,1,2,2,0,1,2,33.0,16.0,4.1,118.9,56.2%,13.0%,29.2%,18.0,114.7,53.6%,12.5%,26.7%,20.5
9,10,0,0,0,0,0,0,3,30.0,17.0,6.3,120.3,54.6%,11.8%,27.7%,25.7,114.0,53.6%,14.5%,29.1%,22.1
10,11,1,0,0,1,0,2,4,19.0,28.0,-1.0,116.0,54.0%,12.9%,28.4%,17.8,117.0,54.7%,12.5%,26.8%,20.6
