GAME,MIN,REB,AST,TO,STL,BLK,PF,PTS,W,L,Diff,OFFENSE: Pts/Poss,OFFENSE: eFG%,OFFENSE: TOV%,OFFENSE: ORB%,OFFENSE: FT Rate,DEFENSE: Pts/Poss,DEFENSE: eFG%,DEFENSE: TOV%,DEFENSE: ORB%,DEFENSE: FT Rate
0,31,5,2,2,2,2,2,27,21.0,24.0,0.7,118.7,56.0%,14.6%,30.3%,19.9,118.0,54.8%,12.6%,26.9%,22.1
1,34,5,5,5,1,3,4,25,30.0,16.0,4.5,115.9,55.2%,13.7%,28.1%,18.6,111.4,53.0%,14.7%,26.5%,21.0
2,32,3,2,3,0,0,5,22,28.0,19.0,0.1,117.6,56.5%,13.4%,26.4%,17.9,117.5,56.6%,13.8%,24.9%,21.6
3,32,5,4,4,2,1,5,25,27.0,23.0,1.1,121.7,58.2%,13.4%,28.3%,18.0,120.7,56.7%,13.7%,29.7%,24.3
4,35,8,2,3,1,1,3,30,26.0,23.0,0.8,113.3,53.2%,14.6%,29.0%,23.1,112.5,54.9%,15.7%,25.7%,21.4
5,35,6,3,5,1,1,1,15,26.0,23.0,-1.8,113.8,53.6%,13.6%,25.5%,22.9,115.5,55.9%,14.1%,25.9%,18.3
6,32,4,5,4,6,1,4,27,17.0,31.0,-2.8,115.0,54.7%,13.4%,27.3%,18.5,117.8,56.1%,13.6%,27.9%,18.0
7,33,6,5,2,1,0,3,26,23.0,26.0,-2.0,114.1,53.4%,12.6%,27.7%,18.4,116.1,55.6%,14.6%,27.4%,20.1
8,27,3,1,3,0,1,5,36,34.0,15.0,6.9,115.9,56.9%,15.3%,26.0%,22.0,109.1,51.5%,14.5%,26.3%,19.4
9,33,5,5,1,4,1,1,18,21.0,24.0,0.7,118.7,56.0%,14.6%,30.3%,19.9,118.0,54.8%,12.6%,26.9%,22.1
10,30,6,1,1,1,1,1,21,32.0,15.0,8.5,122.1,57.7%,13.0%,28.0%,21.5,113.7,53.2%,13.9%,28.1%,19.9
