Date,OPP,Score,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,REB,AST,TO,STL,BLK,PF,PTS
"Sat, Dec 30",@ DET,"L, 127-129",8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,2,0
"Fri, Dec 29",@ BOS,"L, 118-120",8,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,2,0,0,0,0,0
"Wed, Dec 27",@ WAS,"W, 132-102",13,3,3,100.0,0,0,0.0,0,0,0.0,0,2,2,2,0,1,1,2,6
"Fri, Dec 22",@ PHI,"L, 111-121",15,1,3,33.3,1,3,33.3,2,2,100.0,0,3,3,0,0,0,0,3,5
"Fri, Dec 8",@ CHA,"L, 116-119",6,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0
"Wed, Dec 6",vs. MIA,"L, 112-103",14,0,2,0.0,0,2,0.0,0,0,0.0,0,2,2,1,1,1,1,2,0
"Sun, Nov 26",@ CLE,"L, 102-105",5,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0
"Wed, Nov 22",@ IND,"W, 132-131",11,1,1,100.0,1,1,100.0,0,0,0.0,1,3,4,0,0,0,0,2,3
"Tue, Nov 21",@ ORL,"L, 107-126",5,2,2,100.0,1,1,100.0,0,0,0.0,1,1,2,0,1,0,0,1,5
"Wed, Nov 15",vs. MIL,"L, 128-112",11,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0
"Mon, Nov 13",vs. WAS,"W, 107-111",14,2,6,33.3,0,1,0.0,1,1,100.0,1,0,1,0,0,1,1,0,5
